ticker,curr_date,curr_time,p_ask_price,p_bid_price,p_value,p_volume,p_implied_volatility,p_ask_size,p_bid_size
SPX,9/20/2019,14:18,2997.25,2995.49,2995.5,0,0,0,0
SPX,9/20/2019,14:19,2996.32,2995.4,2995.96,0,0,0,0
SPX,9/20/2019,14:20,2996.98,2995.44,2996.95,0,0,0,0
SPX,9/20/2019,14:21,2998.3,2996.98,2998.28,0,0,0,0
SPX,9/20/2019,14:22,2998.27,2997.25,2997.69,0,0,0,0
SPX,9/20/2019,14:23,2998.21,2997.65,2998.21,0,0,0,0
SPX,9/20/2019,14:24,2998.75,2998.24,2998.68,0,0,0,0
SPX,9/20/2019,14:25,2998.86,2997.8,2997.8,0,0,0,0
SPX,9/20/2019,14:26,2997.79,2997.5,2997.5,0,0,0,0
SPX,9/20/2019,14:27,2997.88,2997.49,2997.79,0,0,0,0
SPX,9/20/2019,14:28,2998.07,2997.65,2998.07,0,0,0,0
SPX,9/20/2019,14:29,2998.85,2998.11,2998.66,0,0,0,0
SPX,9/20/2019,14:30,2998.98,2998.47,2998.64,0,0,0,0
SPX,9/20/2019,14:31,2999.08,2998.51,2999.08,0,0,0,0
SPX,9/20/2019,14:32,2999.88,2999.18,2999.75,0,0,0,0
SPX,9/20/2019,14:33,3000.07,2999.68,2999.69,0,0,0,0
SPX,9/20/2019,14:34,3000.19,2999.68,3000.11,0,0,0,0
SPX,9/20/2019,14:35,3000.3,2999.95,3000.17,0,0,0,0
SPX,9/20/2019,14:36,3001.1,3000.15,3001.04,0,0,0,0
SPX,9/20/2019,14:37,3001.59,3000.86,3001.42,0,0,0,0
SPX,9/20/2019,14:38,3001.67,3001.16,3001.18,0,0,0,0
SPX,9/20/2019,14:39,3001.45,3001.09,3001.09,0,0,0,0
SPX,9/20/2019,14:40,3001.38,3000.97,3001.33,0,0,0,0
SPX,9/20/2019,14:41,3001.39,3000.66,3000.66,0,0,0,0
SPX,9/20/2019,14:42,3000.83,3000.35,3000.35,0,0,0,0
SPX,9/20/2019,14:43,3000.51,3000.19,3000.22,0,0,0,0
SPX,9/20/2019,14:44,3000.61,3000.22,3000.48,0,0,0,0
SPX,9/20/2019,14:45,3000.79,3000.43,3000.77,0,0,0,0
SPX,9/20/2019,14:46,3001.29,3000.76,3001.21,0,0,0,0
SPX,9/20/2019,14:47,3001.32,3000.96,3001.28,0,0,0,0
SPX,9/20/2019,14:48,3001.53,3001.1,3001.1,0,0,0,0
SPX,9/20/2019,14:49,3001.3,3001,3001,0,0,0,0
SPX,9/20/2019,14:50,3001.11,3000.43,3000.43,0,0,0,0
SPX,9/20/2019,14:51,3000.38,2999.49,2999.96,0,0,0,0
SPX,9/20/2019,14:52,3000.04,2999.81,2999.89,0,0,0,0
SPX,9/20/2019,14:53,3000.17,2999.84,3000.07,0,0,0,0
SPX,9/20/2019,14:54,3000.11,2999.72,3000,0,0,0,0
SPX,9/20/2019,14:55,3000.28,2999.87,3000.28,0,0,0,0
SPX,9/20/2019,14:56,3000.43,2999.18,2999.19,0,0,0,0
SPX,9/20/2019,14:57,2999.55,2998.78,2999.44,0,0,0,0
SPX,9/20/2019,14:58,2999.63,2998.53,2998.53,0,0,0,0
SPX,9/20/2019,14:59,2999.35,2998.44,2999.11,0,0,0,0
SPX,9/20/2019,15:00,2999.18,2998.52,2999.04,0,0,0,0
SPX,9/20/2019,15:01,2999.73,2998.86,2998.86,0,0,0,0
SPX,9/20/2019,15:02,2999.21,2998.66,2998.86,0,0,0,0
SPX,9/20/2019,15:03,2999.4,2998.7,2999.4,0,0,0,0
SPX,9/20/2019,15:04,3000.16,2999.32,2999.97,0,0,0,0
SPX,9/20/2019,15:05,3000.48,2999.87,2999.92,0,0,0,0
SPX,9/20/2019,15:06,3000.14,2999.92,3000.11,0,0,0,0
SPX,9/20/2019,15:07,3000.24,3000.07,3000.07,0,0,0,0
SPX,9/20/2019,15:08,3000.54,2999.28,2999.28,0,0,0,0
SPX,9/20/2019,15:09,2999.26,2998.63,2998.63,0,0,0,0
SPX,9/20/2019,15:10,2998.93,2998.12,2998.12,0,0,0,0
SPX,9/20/2019,15:11,2998.08,2997.88,2997.95,0,0,0,0
SPX,9/20/2019,15:12,2998.12,2997.83,2998.12,0,0,0,0
SPX,9/20/2019,15:13,2999.14,2998.07,2999.13,0,0,0,0
SPX,9/20/2019,15:14,2999.91,2999.1,2999.9,0,0,0,0
SPX,9/20/2019,15:15,3000.87,2999.9,3000.77,0,0,0,0
SPX,9/20/2019,15:16,3000.94,3000.12,3000.23,0,0,0,0
SPX,9/20/2019,15:17,3000.23,2999.33,2999.4,0,0,0,0
SPX,9/20/2019,15:18,2999.81,2999.19,2999.23,0,0,0,0
SPX,9/20/2019,15:19,2999.57,2999.15,2999.35,0,0,0,0
SPX,9/20/2019,15:20,2999.36,2999.1,2999.25,0,0,0,0
SPX,9/20/2019,15:21,2999.66,2998.78,2998.78,0,0,0,0
SPX,9/20/2019,15:22,2998.77,2998.21,2998.21,0,0,0,0
SPX,9/20/2019,15:23,2998.21,2997.48,2997.48,0,0,0,0
SPX,9/20/2019,15:24,2997.63,2996.91,2997.61,0,0,0,0
SPX,9/20/2019,15:25,2997.87,2996.93,2996.93,0,0,0,0
SPX,9/20/2019,15:26,2997.36,2996.92,2997.36,0,0,0,0
SPX,9/20/2019,15:27,2997.44,2996.98,2996.99,0,0,0,0
SPX,9/20/2019,15:28,2996.99,2996.39,2996.39,0,0,0,0
SPX,9/20/2019,15:29,2996.48,2995.72,2996.48,0,0,0,0
SPX,9/20/2019,15:30,2997.3,2996.52,2997.09,0,0,0,0
SPX,9/20/2019,15:31,2997.08,2995.52,2995.55,0,0,0,0
SPX,9/20/2019,15:32,2995.56,2995.24,2995.49,0,0,0,0
SPX,9/20/2019,15:33,2995.79,2995.29,2995.45,0,0,0,0
SPX,9/20/2019,15:34,2995.51,2995.1,2995.36,0,0,0,0
SPX,9/20/2019,15:35,2996.46,2995.38,2996.46,0,0,0,0
SPX,9/20/2019,15:36,2997.01,2996.46,2996.76,0,0,0,0
SPX,9/20/2019,15:37,2997,2996.24,2996.24,0,0,0,0
SPX,9/20/2019,15:38,2996.23,2995.74,2995.89,0,0,0,0
SPX,9/20/2019,15:39,2996.75,2995.76,2996.56,0,0,0,0
SPX,9/20/2019,15:40,2996.77,2996.52,2996.7,0,0,0,0
SPX,9/20/2019,15:41,2997.22,2996.48,2997.14,0,0,0,0
SPX,9/20/2019,15:42,2997.1,2996.73,2996.75,0,0,0,0
SPX,9/20/2019,15:43,2996.74,2996.2,2996.43,0,0,0,0
SPX,9/20/2019,15:44,2996.53,2995.75,2995.79,0,0,0,0
SPX,9/20/2019,15:45,2996.14,2993.97,2993.97,0,0,0,0
SPX,9/20/2019,15:46,2994.06,2992.93,2993.01,0,0,0,0
SPX,9/20/2019,15:47,2993.3,2992.73,2993.3,0,0,0,0
SPX,9/20/2019,15:48,2993.25,2992.59,2992.76,0,0,0,0
SPX,9/20/2019,15:49,2993.17,2992.66,2993.12,0,0,0,0
SPX,9/20/2019,15:50,2995.42,2993.1,2995.4,0,0,0,0
SPX,9/20/2019,15:51,2996.11,2995.44,2995.52,0,0,0,0
SPX,9/20/2019,15:52,2996.51,2995.49,2996.29,0,0,0,0
SPX,9/20/2019,15:53,2997.47,2996.3,2997.47,0,0,0,0
SPX,9/20/2019,15:54,2997.62,2997.13,2997.4,0,0,0,0
SPX,9/20/2019,15:55,2997.88,2996.61,2997.71,0,0,0,0
SPX,9/20/2019,15:56,2997.9,2996.18,2996.18,0,0,0,0
SPX,9/20/2019,15:57,2996.54,2995.88,2995.99,0,0,0,0
SPX,9/20/2019,15:58,2996.12,2995.3,2995.31,0,0,0,0
SPX,9/20/2019,15:59,2995.22,2990.99,2990.99,0,0,0,0
SPX,9/20/2019,16:00,2991.68,2991.14,2991.68,0,0,0,0
SPX,9/20/2019,16:01,2991.7,2991.67,2991.69,0,0,0,0
SPX,9/20/2019,16:02,2991.73,2991.69,2991.73,0,0,0,0
SPX,9/20/2019,16:03,2991.76,2991.73,2991.76,0,0,0,0
SPX,9/20/2019,16:04,2991.98,2991.76,2991.98,0,0,0,0
SPX,9/20/2019,16:05,2991.99,2991.98,2991.99,0,0,0,0
SPX,9/20/2019,16:06,2992.03,2991.99,2992.03,0,0,0,0
SPX,9/20/2019,16:07,2992.03,2992.01,2992.03,0,0,0,0
SPX,9/20/2019,16:08,2992.06,2992.03,2992.06,0,0,0,0
SPX,9/20/2019,16:09,2992.06,2992.06,2992.06,0,0,0,0
SPX,9/20/2019,16:10,2992.07,2992.06,2992.07,0,0,0,0
SPX,9/20/2019,16:11,2992.07,2992.07,2992.07,0,0,0,0
SPX,9/20/2019,16:12,2992.07,2992.07,2992.07,0,0,0,0
SPX,9/20/2019,16:13,2992.07,2992.07,2992.07,0,0,0,0
SPX,9/20/2019,16:14,2992.07,2992.07,2992.07,0,0,0,0
SPX,9/20/2019,16:15,2992.07,2992.07,2992.07,0,0,0,0
SPX,9/20/2019,16:16,2992.07,2992.07,2992.07,0,0,0,0
SPX,9/20/2019,16:17,2992.07,2992.07,2992.07,0,0,0,0
SPX,9/20/2019,16:18,2992.07,2992.07,2992.07,0,0,0,0
SPX,9/20/2019,16:19,2992.07,2992.07,2992.07,0,0,0,0
SPX,9/20/2019,16:20,2992.07,2992.07,2992.07,0,0,0,0
SPX,9/20/2019,17:15,2992.07,2992.07,2992.07,0,0,0,0
SPX,9/23/2019,9:30,2985.14,2982.23,2985.04,0,0,0,0
SPX,9/23/2019,9:31,2985.12,2983.93,2984.88,0,0,0,0
SPX,9/23/2019,9:32,2984.92,2982.57,2983.58,0,0,0,0
SPX,9/23/2019,9:33,2984.77,2982.71,2984.31,0,0,0,0
SPX,9/23/2019,9:34,2984.4,2983.24,2983.6,0,0,0,0
SPX,9/23/2019,9:35,2986.31,2983.8,2985.82,0,0,0,0
SPX,9/23/2019,9:36,2985.75,2984.57,2985.66,0,0,0,0
SPX,9/23/2019,9:37,2988.66,2985.5,2988.14,0,0,0,0
SPX,9/23/2019,9:38,2988.52,2988.14,2988.42,0,0,0,0
SPX,9/23/2019,9:39,2988.75,2988.17,2988.19,0,0,0,0
SPX,9/23/2019,9:40,2988.19,2987.1,2987.11,0,0,0,0
SPX,9/23/2019,9:41,2988.23,2987.05,2988.23,0,0,0,0
SPX,9/23/2019,9:42,2988.83,2988.19,2988.43,0,0,0,0
SPX,9/23/2019,9:43,2989.18,2988.09,2989.18,0,0,0,0
SPX,9/23/2019,9:44,2990.08,2989.21,2990.04,0,0,0,0
SPX,9/23/2019,9:45,2991.45,2990.04,2991.45,0,0,0,0
SPX,9/23/2019,9:46,2992.01,2991.35,2991.37,0,0,0,0
SPX,9/23/2019,9:47,2991.39,2990.37,2990.49,0,0,0,0
SPX,9/23/2019,9:48,2990.92,2990.27,2990.92,0,0,0,0
SPX,9/23/2019,9:49,2991.45,2990.71,2991.45,0,0,0,0
SPX,9/23/2019,9:50,2993.23,2991.25,2992.85,0,0,0,0
SPX,9/23/2019,9:51,2993.16,2992.44,2992.59,0,0,0,0
SPX,9/23/2019,9:52,2992.88,2991.87,2991.88,0,0,0,0
SPX,9/23/2019,9:53,2992.12,2991.77,2992.02,0,0,0,0
SPX,9/23/2019,9:54,2992.64,2992.02,2992.62,0,0,0,0
SPX,9/23/2019,9:55,2992.81,2992.03,2992.03,0,0,0,0
SPX,9/23/2019,9:56,2992.25,2990.6,2990.67,0,0,0,0
SPX,9/23/2019,9:57,2991.26,2990.73,2990.87,0,0,0,0
SPX,9/23/2019,9:58,2990.93,2990.05,2990.08,0,0,0,0
SPX,9/23/2019,9:59,2990.05,2989.73,2989.84,0,0,0,0
SPX,9/23/2019,10:00,2990.01,2989.31,2989.41,0,0,0,0
SPX,9/23/2019,10:01,2989.44,2988.46,2988.79,0,0,0,0
SPX,9/23/2019,10:02,2989.46,2988.71,2989.26,0,0,0,0
SPX,9/23/2019,10:03,2989.29,2988.72,2988.87,0,0,0,0
SPX,9/23/2019,10:04,2988.86,2987.21,2987.76,0,0,0,0
SPX,9/23/2019,10:05,2987.67,2985.99,2986.08,0,0,0,0
SPX,9/23/2019,10:06,2986.77,2985.84,2986.29,0,0,0,0
SPX,9/23/2019,10:07,2987.13,2986.24,2986.99,0,0,0,0
SPX,9/23/2019,10:08,2986.93,2986.44,2986.63,0,0,0,0
SPX,9/23/2019,10:09,2986.58,2985.59,2985.59,0,0,0,0
SPX,9/23/2019,10:10,2985.91,2984.87,2985.6,0,0,0,0
SPX,9/23/2019,10:11,2985.68,2984.12,2984.13,0,0,0,0
SPX,9/23/2019,10:12,2984.77,2983.93,2984.68,0,0,0,0
SPX,9/23/2019,10:13,2985.08,2984.69,2985.07,0,0,0,0
SPX,9/23/2019,10:14,2985.05,2984.35,2984.48,0,0,0,0
SPX,9/23/2019,10:15,2984.83,2984.21,2984.83,0,0,0,0
SPX,9/23/2019,10:16,2985.98,2984.85,2985.98,0,0,0,0
SPX,9/23/2019,10:17,2986.72,2985.7,2986.48,0,0,0,0
SPX,9/23/2019,10:18,2986.79,2986.37,2986.56,0,0,0,0
SPX,9/23/2019,10:19,2986.81,2986.42,2986.81,0,0,0,0
SPX,9/23/2019,10:20,2986.89,2986.52,2986.7,0,0,0,0
SPX,9/23/2019,10:21,2987.86,2986.6,2987.53,0,0,0,0
SPX,9/23/2019,10:22,2988.12,2987.54,2988.12,0,0,0,0
SPX,9/23/2019,10:23,2989.46,2988.15,2989.02,0,0,0,0
SPX,9/23/2019,10:24,2989.46,2988.83,2988.87,0,0,0,0
SPX,9/23/2019,10:25,2988.87,2988.34,2988.77,0,0,0,0
SPX,9/23/2019,10:26,2988.81,2988,2988.2,0,0,0,0
SPX,9/23/2019,10:27,2988.46,2988.01,2988.16,0,0,0,0
SPX,9/23/2019,10:28,2988.87,2988.04,2988.8,0,0,0,0
SPX,9/23/2019,10:29,2989.41,2988.8,2989.28,0,0,0,0
SPX,9/23/2019,10:30,2991.01,2989.39,2990.94,0,0,0,0
SPX,9/23/2019,10:31,2990.96,2990.3,2990.37,0,0,0,0
SPX,9/23/2019,10:32,2991.01,2990.42,2990.43,0,0,0,0
SPX,9/23/2019,10:33,2990.39,2989.11,2989.11,0,0,0,0
SPX,9/23/2019,10:34,2989.27,2988.48,2988.48,0,0,0,0
SPX,9/23/2019,10:35,2989.12,2988.49,2988.96,0,0,0,0
SPX,9/23/2019,10:36,2989.33,2988.48,2989.32,0,0,0,0
SPX,9/23/2019,10:37,2989.56,2988.86,2989.01,0,0,0,0
SPX,9/23/2019,10:38,2989.18,2988.85,2989.09,0,0,0,0
SPX,9/23/2019,10:39,2989.16,2988.62,2988.63,0,0,0,0
SPX,9/23/2019,10:40,2988.73,2988.1,2988.1,0,0,0,0
SPX,9/23/2019,10:41,2988.65,2988.13,2988.65,0,0,0,0
SPX,9/23/2019,10:42,2988.69,2988.02,2988.16,0,0,0,0
SPX,9/23/2019,10:43,2988.39,2987.79,2988.14,0,0,0,0
SPX,9/23/2019,10:44,2988.37,2987.91,2987.91,0,0,0,0
SPX,9/23/2019,10:45,2988.21,2987.38,2987.46,0,0,0,0
SPX,9/23/2019,10:46,2987.51,2986.86,2987.34,0,0,0,0
SPX,9/23/2019,10:47,2987.64,2987.28,2987.47,0,0,0,0
SPX,9/23/2019,10:48,2987.46,2986.79,2987,0,0,0,0
SPX,9/23/2019,10:49,2987.75,2986.8,2987.69,0,0,0,0
SPX,9/23/2019,10:50,2988.6,2987.27,2988.6,0,0,0,0
SPX,9/23/2019,10:51,2989.35,2988.56,2989.28,0,0,0,0
SPX,9/23/2019,10:52,2989.61,2988.18,2988.18,0,0,0,0
SPX,9/23/2019,10:53,2988.16,2985.94,2986.03,0,0,0,0
SPX,9/23/2019,10:54,2986.14,2985.3,2985.3,0,0,0,0
SPX,9/23/2019,10:55,2986.29,2985.31,2986.06,0,0,0,0
SPX,9/23/2019,10:56,2986.04,2985.45,2985.77,0,0,0,0
SPX,9/23/2019,10:57,2986.27,2985.72,2985.97,0,0,0,0
SPX,9/23/2019,10:58,2986.04,2985.81,2986,0,0,0,0
SPX,9/23/2019,10:59,2986.13,2985.64,2986.1,0,0,0,0
SPX,9/23/2019,11:00,2987.55,2986.17,2986.91,0,0,0,0
SPX,9/23/2019,11:01,2987.02,2986.53,2987.02,0,0,0,0
SPX,9/23/2019,11:02,2988.52,2987.03,2988.48,0,0,0,0
SPX,9/23/2019,11:03,2990.52,2988.29,2990.46,0,0,0,0
SPX,9/23/2019,11:04,2990.77,2990.2,2990.2,0,0,0,0
SPX,9/23/2019,11:05,2990.38,2989.23,2989.42,0,0,0,0
SPX,9/23/2019,11:06,2989.67,2989.31,2989.5,0,0,0,0
SPX,9/23/2019,11:07,2989.91,2989.33,2989.65,0,0,0,0
SPX,9/23/2019,11:08,2989.63,2989.2,2989.24,0,0,0,0
SPX,9/23/2019,11:09,2989.25,2988.53,2988.71,0,0,0,0
SPX,9/23/2019,11:10,2988.76,2988.21,2988.55,0,0,0,0
SPX,9/23/2019,11:11,2988.71,2988.15,2988.35,0,0,0,0
SPX,9/23/2019,11:12,2988.41,2988.08,2988.18,0,0,0,0
SPX,9/23/2019,11:13,2988.59,2988.15,2988.16,0,0,0,0
SPX,9/23/2019,11:14,2988.42,2988.09,2988.27,0,0,0,0
SPX,9/23/2019,11:15,2989.62,2988.28,2989.46,0,0,0,0
SPX,9/23/2019,11:16,2990.49,2989.43,2990.13,0,0,0,0
SPX,9/23/2019,11:17,2990.9,2990.06,2990.72,0,0,0,0
SPX,9/23/2019,11:18,2991.1,2990.44,2990.81,0,0,0,0
SPX,9/23/2019,11:19,2991.04,2990.31,2990.6,0,0,0,0
SPX,9/23/2019,11:20,2991.23,2990.4,2991.2,0,0,0,0
SPX,9/23/2019,11:21,2991.72,2991.07,2991.07,0,0,0,0
SPX,9/23/2019,11:22,2991.04,2990.15,2990.39,0,0,0,0
SPX,9/23/2019,11:23,2991.39,2990.41,2991.39,0,0,0,0
SPX,9/23/2019,11:24,2991.81,2991.39,2991.67,0,0,0,0
SPX,9/23/2019,11:25,2991.86,2991.16,2991.2,0,0,0,0
SPX,9/23/2019,11:26,2992.16,2991.1,2992.12,0,0,0,0
SPX,9/23/2019,11:27,2992.18,2991.28,2991.9,0,0,0,0
SPX,9/23/2019,11:28,2992.12,2991.67,2992.12,0,0,0,0
SPX,9/23/2019,11:29,2992.31,2992.05,2992.23,0,0,0,0
SPX,9/23/2019,11:30,2993.94,2992.25,2993.11,0,0,0,0
SPX,9/23/2019,11:31,2993.58,2993.06,2993.43,0,0,0,0
SPX,9/23/2019,11:32,2993.83,2993.29,2993.29,0,0,0,0
SPX,9/23/2019,11:33,2993.74,2993.21,2993.71,0,0,0,0
SPX,9/23/2019,11:34,2993.84,2993.01,2993.01,0,0,0,0
SPX,9/23/2019,11:35,2993.65,2992.97,2993.5,0,0,0,0
SPX,9/23/2019,11:36,2994.02,2993.5,2993.69,0,0,0,0
SPX,9/23/2019,11:37,2994.59,2993.69,2994.39,0,0,0,0
SPX,9/23/2019,11:38,2994.39,2993.82,2993.85,0,0,0,0
SPX,9/23/2019,11:39,2993.9,2993.55,2993.56,0,0,0,0
SPX,9/23/2019,11:40,2994,2993.52,2993.53,0,0,0,0
SPX,9/23/2019,11:41,2994.08,2993.53,2994.01,0,0,0,0
SPX,9/23/2019,11:42,2995.19,2993.8,2994.88,0,0,0,0
SPX,9/23/2019,11:43,2994.85,2993.6,2993.75,0,0,0,0
SPX,9/23/2019,11:44,2994.21,2993.73,2994.21,0,0,0,0
SPX,9/23/2019,11:45,2994.34,2993.94,2993.94,0,0,0,0
SPX,9/23/2019,11:46,2994.01,2993.84,2994.01,0,0,0,0
SPX,9/23/2019,11:47,2994.24,2993.71,2993.89,0,0,0,0
SPX,9/23/2019,11:48,2994.04,2993.63,2993.9,0,0,0,0
SPX,9/23/2019,11:49,2994.64,2993.9,2994.38,0,0,0,0
SPX,9/23/2019,11:50,2994.78,2994.06,2994.24,0,0,0,0
SPX,9/23/2019,11:51,2994.22,2993.11,2993.55,0,0,0,0
SPX,9/23/2019,11:52,2993.63,2993.33,2993.43,0,0,0,0
SPX,9/23/2019,11:53,2993.64,2993.31,2993.58,0,0,0,0
SPX,9/23/2019,11:54,2993.75,2993.42,2993.71,0,0,0,0
SPX,9/23/2019,11:55,2994.16,2993.61,2994.16,0,0,0,0
SPX,9/23/2019,11:56,2994.37,2993.73,2993.73,0,0,0,0
SPX,9/23/2019,11:57,2993.88,2993.3,2993.31,0,0,0,0
SPX,9/23/2019,11:58,2993.37,2992.99,2993.14,0,0,0,0
SPX,9/23/2019,11:59,2993.98,2993.06,2993.82,0,0,0,0
SPX,9/23/2019,12:00,2994.15,2993.68,2993.73,0,0,0,0
SPX,9/23/2019,12:01,2993.9,2993.66,2993.69,0,0,0,0
SPX,9/23/2019,12:02,2993.8,2993.19,2993.19,0,0,0,0
SPX,9/23/2019,12:03,2993.57,2992.89,2993.56,0,0,0,0
SPX,9/23/2019,12:04,2994.09,2993.47,2994.08,0,0,0,0
SPX,9/23/2019,12:05,2995.54,2994.06,2995.35,0,0,0,0
SPX,9/23/2019,12:06,2995.48,2995,2995,0,0,0,0
SPX,9/23/2019,12:07,2995.07,2994.91,2995.06,0,0,0,0
SPX,9/23/2019,12:08,2995.4,2995.07,2995.19,0,0,0,0
SPX,9/23/2019,12:09,2995.73,2995.16,2995.65,0,0,0,0
SPX,9/23/2019,12:10,2995.71,2995.37,2995.58,0,0,0,0
SPX,9/23/2019,12:11,2995.58,2995.15,2995.15,0,0,0,0
SPX,9/23/2019,12:12,2995.31,2994.71,2994.73,0,0,0,0
SPX,9/23/2019,12:13,2995.02,2994.63,2995,0,0,0,0
SPX,9/23/2019,12:14,2995.11,2994.87,2994.93,0,0,0,0
SPX,9/23/2019,12:15,2995.35,2994.88,2995.16,0,0,0,0
SPX,9/23/2019,12:16,2995.18,2994.98,2995.09,0,0,0,0
SPX,9/23/2019,12:17,2995.08,2994.8,2994.85,0,0,0,0
SPX,9/23/2019,12:18,2994.9,2994.63,2994.74,0,0,0,0
SPX,9/23/2019,12:19,2994.86,2994.53,2994.56,0,0,0,0
SPX,9/23/2019,12:20,2994.81,2994.34,2994.59,0,0,0,0
SPX,9/23/2019,12:21,2994.77,2994.45,2994.77,0,0,0,0
SPX,9/23/2019,12:22,2994.9,2994.73,2994.79,0,0,0,0
SPX,9/23/2019,12:23,2994.92,2994.62,2994.92,0,0,0,0
SPX,9/23/2019,12:24,2995.26,2994.88,2995.25,0,0,0,0
SPX,9/23/2019,12:25,2995.75,2995.27,2995.73,0,0,0,0
SPX,9/23/2019,12:26,2995.76,2995.37,2995.56,0,0,0,0
SPX,9/23/2019,12:27,2996.36,2995.55,2996.24,0,0,0,0
SPX,9/23/2019,12:28,2996.28,2995.97,2995.97,0,0,0,0
SPX,9/23/2019,12:29,2995.9,2995.27,2995.29,0,0,0,0
SPX,9/23/2019,12:30,2995.34,2994.91,2995.01,0,0,0,0
SPX,9/23/2019,12:31,2995.22,2994.88,2995.18,0,0,0,0
SPX,9/23/2019,12:32,2995.95,2995.16,2995.87,0,0,0,0
SPX,9/23/2019,12:33,2996,2995.82,2995.86,0,0,0,0
SPX,9/23/2019,12:34,2995.85,2995.38,2995.4,0,0,0,0
SPX,9/23/2019,12:35,2995.58,2995.33,2995.33,0,0,0,0
SPX,9/23/2019,12:36,2995.31,2995.13,2995.23,0,0,0,0
SPX,9/23/2019,12:37,2995.87,2995.23,2995.78,0,0,0,0
SPX,9/23/2019,12:38,2995.81,2995.51,2995.53,0,0,0,0
SPX,9/23/2019,12:39,2995.75,2995.49,2995.61,0,0,0,0
SPX,9/23/2019,12:40,2995.7,2995.46,2995.46,0,0,0,0
SPX,9/23/2019,12:41,2996.12,2995.46,2996.02,0,0,0,0
